"ResponseID","xdemAll","demZIP","BPC1_1NET","BPC1_2NET","BPC1_3NET","BPC1_4NET","BPC1_5NET","BPC1_6NET","BPC1_7NET","BPC1_8NET","BPC1_9NET","BPC1_10NET","BPC1_11NET","BPC1_12NET","BPC1_13NET","BPC1_14NET","BPC1_15NET","BPC2_1NET","BPC2_2NET","BPC2_3NET","BPC2_4NET","BPC2_5NET","BPC2_6NET","BPC2_7NET","BPC2_8NET","BPC2_9NET","BPC2_10NET","BPC2_11NET","BPC2_12NET","BPC2_13NET","BPC2_14NET","BPC3_1","BPC3_2","BPC3_3","BPC3_4","BPC3_5","BPC3_6","BPC3_7","BPC3_8","BPC4","BPC5","BPC6_1","BPC6_2","BPC6_3","BPC7","BPC8_1NET","BPC8_2NET","BPC8_3NET","BPC8_4NET","BPC8_5NET","BPC8_6NET","BPC8_7NET","BPC8_8NET","BPC8_9NET","BPC8_10NET","BPC8_11NET","BPC8_12NET","BPC8_13NET","BPC8_14NET","BPC8_15NET","BPC8_16NET","BPC8_17NET","BPC8_18NET","BPC8_19NET","BPC9_1NET","BPC9_2NET","BPC9_3NET","BPC9_4NET","BPC9_5NET","BPC9_6NET","BPC9_7NET","BPC9_8NET","BPC9_9NET","BPC9_10NET","BPC9_11NET","BPC10_1NET","BPC10_2NET","BPC10_3NET","BPC10_4NET","BPC10_5NET","BPC10_6NET","BPC10_7NET","BPC10_8NET","BPC11_1NET","BPC11_2NET","BPC11_3NET","BPC11_4NET","BPC11_5NET","BPC11_6NET","BPC11_7NET","BPC12","BPC13","BPC14","BPC15_1NET","BPC15_2NET","BPC15_3NET","BPC15_4NET","BPC15_5NET","BPC15_6NET","BPC15_7NET","BPC15_8NET","BPC15_9NET","BPC15_10NET","BPC15_11NET","BPC15_12NET","BPC16","BPC17","BPC18","BPC19","BPC20","BPC21_1","BPC21_2","BPC21_3","BPC21_4","BPC21_5","BPC21_6","BPC21_7","BPC21_8","BPC21_9","BPC22_1","BPC22_2","BPC22_3","BPC23_1","BPC23_2","BPC23_3","BPC23_4","BPC23_5","BPC23_6","BPC23_7","BPC23_8","BPC23_9","BPC23_10","BPC24_1","BPC24_2","BPC24_3","BPC24_4","BPC24_5","BPC24_6","BPC24_7","xdemGender","age","demAgeGeneration","xpid3","xpidGender","xdemIdeo3","xeduc3","xdemInc3","xdemWhite","xdemHispBin","demBlackBin","demRaceOther","xdemReligion","xdemReligOther","xdemEvang","xdemUsr","xdemEmploy","xdemMilHH1","xsubVote22O","xsubVote20O","xsubVote18O","xreg4","xdemPrediction","BPC1_13_TEXT","BPC2_13_TEXT","BPC8_17_TEXT","BPC9_9_TEXT","BPC10_6_TEXT","BPC11_5_TEXT","BPC13_4_TEXT","BPC15_11_TEXT","wts"
"R_3qagaX683at9nY5",1,"71744","1","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","1","2","2","2","2",1,1,1,1,1,3,2,1,3,3,NA,NA,NA,1,"1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","2","1","1","1","2","1","2","2","2","1","1","2","1","2","2","2",5,NA,2,"2","1","2","2","2","1","2","2","2","2","2","2",3,2,2,2,5,1,2,2,2,2,2,1,2,3,6,5,6,3,2,3,3,2,2,2,2,2,3,6,4,2,1,2,3,7,1,3,4,3,5,3,1,1,1,NA,NA,NA,4,NA,NA,3,6,2,2,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0.6068494575285072
"R_7EXKiwUqtdBDqKZ",1,"19701","1","2","2","2","1","2","2","2","2","2","1","2","2","2","2","1","2","2","2","2","1","2","2","1","2","2","2","2","2",1,1,1,1,2,4,4,2,6,NA,1,2,2,3,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,3,"2","1","2","2","1","2","2","2","2","1","2","2",3,3,3,3,3,1,4,1,3,2,1,4,4,4,5,2,2,3,2,3,3,2,3,2,1,3,2,6,3,3,1,2,2,7,1,3,4,2,3,3,3,3,1,NA,NA,NA,1,NA,2,2,2,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0.7681288088043516
"R_6WPAnb1DX17mTdU",1,"32127","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","1","2","2","2",2,5,2,2,3,5,2,2,5,NA,4,1,1,5,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,4,"2","1","2","2","2","2","2","2","2","2","2","2",1,4,4,4,4,2,2,3,1,1,4,4,4,1,6,6,2,3,3,2,3,3,2,3,2,3,3,6,6,6,6,6,4,5,1,4,4,2,3,2,1,1,1,NA,NA,NA,1,NA,2,3,6,1,1,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0.6212291345092676
"R_5LqhicjB8RMCM4S",1,"21801","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","1","2","2","1","2","2","2","2",3,4,2,2,2,3,2,3,3,4,NA,NA,NA,1,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,2,"2","1","1","2","2","1","2","2","2","2","2","2",4,4,4,2,2,4,3,4,4,3,3,4,4,4,5,6,6,3,3,3,3,3,2,2,3,3,3,7,1,1,1,3,2,3,2,3,4,2,4,3,1,1,NA,NA,1,NA,5,NA,1,2,6,2,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,1.3270060384904936
"R_5rGc9B6Icthpjm4",1,"75001","2","2","2","2","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","1","1","2","2","1","2","2","2","2","2",1,1,1,1,1,1,1,1,1,NA,5,5,5,3,"2","2","2","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","1","2","2","1","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","1","1","2","1","2","2","2",1,3,5,"1","1","1","2","1","1","2","2","2","2","2","2",5,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,3,3,3,2,2,2,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,3,3,1,NA,NA,NA,2,1,NA,1,1,2,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,0.7175502602695097
"R_133ZaboB7hQhu4V",1,"39213","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1",1,1,1,1,1,1,1,1,3,3,NA,NA,NA,5,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,4,4,3,3,3,2,3,3,3,3,2,3,3,7,7,7,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,1,1,2,2,3,2,1,1,NA,NA,1,NA,4,NA,NA,1,7,2,4,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1.275041685868768
"R_5aPNUBX3s1LMWhj",1,"48088","2","2","2","2","2","1","1","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2",1,1,1,2,2,1,1,1,3,NA,1,1,1,3,"2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4,3,2,"2","2","2","2","2","2","2","2","2","2","2","1",1,3,3,4,4,1,1,1,1,1,1,2,3,1,6,4,5,3,3,3,3,2,3,3,3,3,3,6,5,3,2,4,5,6,2,1,1,2,4,3,1,1,1,NA,NA,NA,1,NA,2,1,3,2,4,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0.48093453171518247
"R_5kgZxIFEoXdNp0g",1,"27610","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","2","1","2","2","2","2","2","2","2",4,4,4,4,4,4,4,4,6,1,NA,NA,NA,2,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","2","1","2","1","2","2","2","1","1","2","2","1","2","2","2","2","2","2","2","2","1","2",5,NA,5,"1","1","1","1","1","1","1","2","1","1","2","2",1,4,4,4,4,1,4,1,1,1,1,4,1,2,6,6,6,3,3,1,1,2,2,3,2,2,1,2,1,1,1,2,1,7,1,3,4,2,3,2,1,2,NA,NA,1,NA,4,NA,NA,2,1,2,3,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0.6173067933657792
"R_5EYdKwIoO7Ucryp",1,"46725","1","2","2","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1",5,5,5,5,5,5,5,5,3,6,NA,NA,NA,5,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4,3,2,"2","2","2","2","2","2","2","2","2","2","2","1",3,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,3,3,3,3,2,3,2,3,3,3,4,4,4,4,4,4,4,1,1,1,2,3,NA,1,1,1,NA,NA,NA,4,NA,NA,1,7,1,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1.399197506348217
"R_6f2uwcwQa3AZUQ9",1,"84115","2","2","2","2","1","1","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","1","2","2",1,1,1,1,1,1,2,1,2,2,NA,NA,NA,2,"1","2","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","2","2","1","2","2","1","1","2","2","2","1","1","2","1","2","2","2",3,3,2,"2","2","2","2","2","1","1","2","2","2","2","2",3,3,3,1,1,2,2,3,1,3,3,1,2,1,7,4,7,3,3,1,3,2,2,2,3,3,3,4,6,3,5,4,5,7,1,3,3,2,3,1,1,1,1,NA,NA,NA,4,NA,NA,2,1,2,1,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0.7676079115561615
"R_6bIQiRLMVoj9Qx3",1,"30067","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2",2,3,2,3,3,2,3,2,4,NA,6,5,5,5,"2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6,NA,6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,1,1,2,1,1,NA,1,1,1,NA,NA,NA,4,NA,NA,2,6,2,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1.2534421517976233
"R_7Pk7u1uj3rJqAFE",1,"08244","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2",1,2,1,1,2,1,1,1,1,NA,3,3,3,1,"1","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2",4,3,2,"1","2","2","2","2","2","2","1","2","2","2","2",4,2,2,2,2,2,3,1,5,2,5,1,2,2,2,2,1,2,3,3,3,1,2,1,1,3,1,7,4,4,4,4,4,7,1,3,3,3,5,3,1,2,1,NA,NA,NA,5,NA,1,2,1,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1.4290102624275258
"R_6wRYTsEB8WT7dlm",1,"06259","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1",5,5,5,5,5,5,5,5,5,NA,1,2,2,2,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,4,"2","1","2","2","2","2","2","2","2","2","2","2",3,2,2,2,2,1,3,2,2,2,2,3,1,2,6,6,5,3,3,2,3,2,2,2,3,3,3,7,5,3,6,4,2,7,2,1,2,2,4,2,1,1,1,NA,NA,NA,4,NA,NA,3,1,2,1,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1.0145316816777838
"R_5gLXaeabJCZPgnF",1,"97702","2","2","2","1","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","2",1,1,2,2,1,2,2,1,6,NA,2,1,1,3,"2","2","2","1","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","1","2","2","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","1","1","2","1","2","2","2",1,1,5,"1","1","1","1","1","2","1","2","1","2","2","2",5,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2,1,1,1,3,3,1,NA,NA,NA,5,NA,1,1,1,2,1,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,0.9076340925890768
"R_3ataZJYg271jWQ6",1,"32805","1","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","2","1","2","2","2","2","2","2",1,1,1,1,2,2,3,1,1,1,NA,NA,NA,1,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","1","2","2","2","1","2","2","2","2","2","2","2","1","1","2","2","2","2","2","1","1","2","2","2",4,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,2,3,3,1,3,2,3,3,2,4,1,3,1,2,1,4,2,2,1,1,2,2,2,2,2,2,6,1,1,1,1,2,7,1,3,3,1,1,1,2,2,1,NA,NA,NA,1,NA,1,1,7,2,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,0.9250474405258107
"R_6PDyqtUwaISt009",1,"75149","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2",4,4,3,3,4,4,3,3,1,NA,4,5,4,2,"1","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","1","1","2","2","2","2","2",2,3,2,"2","2","1","2","2","1","2","2","1","2","2","2",4,1,1,1,1,4,4,4,4,4,4,4,4,4,5,6,6,2,3,3,2,2,3,3,3,2,3,6,6,7,6,7,7,5,1,2,2,2,3,2,3,1,1,NA,NA,NA,4,NA,NA,1,1,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0.7175502602695097
"R_7P2ewMalUKiU5Gx",1,"75209","2","1","2","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","1","2","2","2",1,1,1,1,1,1,1,1,2,4,NA,NA,NA,2,"1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2",2,2,4,"2","1","2","2","2","1","1","2","2","2","2","2",4,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,3,3,1,NA,NA,NA,2,1,NA,1,1,2,1,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,0.7175502602695097
"R_3XyqKCHada6DhS1",1,"98102","1","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","2","2",1,1,1,1,2,2,4,1,3,3,NA,NA,NA,4,"2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2",5,NA,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3,3,2,3,3,2,3,3,3,2,3,3,2,2,3,3,4,3,3,3,3,3,3,2,3,3,3,7,2,3,4,3,2,7,1,3,3,2,3,1,1,1,1,NA,NA,NA,4,NA,NA,2,6,2,4,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1.9493628648465746
"R_1PU211y81vfZSP4",1,"75001","1","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","2","2",2,1,2,1,1,1,1,2,1,NA,3,3,3,2,"1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","2","2","2","2","2","2","2","1","2","2","1","1","2","2","2","1","1","2","1","2","2","2",1,1,5,"1","2","2","2","1","1","2","1","2","2","2","2",5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,2,2,3,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,3,2,1,NA,NA,NA,1,NA,1,1,1,2,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,0.7175502602695097
"R_6Bm1cB81UFy4lQF",1,"74467","2","1","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2",1,2,1,1,1,1,2,1,2,3,NA,NA,NA,1,"1","2","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2",5,NA,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,1,1,1,1,2,3,4,4,4,4,4,3,4,6,4,3,3,3,3,3,3,3,2,3,3,3,7,4,1,1,4,2,5,2,2,2,3,6,2,1,1,1,1,NA,NA,4,NA,NA,1,7,2,4,4,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4.695189049616119
"R_7iqkVgxW7AifPMJ",1,"75001","2","2","2","2","2","1","1","2","2","2","2","1","2","2","2","2","2","1","2","2","1","2","2","2","1","2","2","2","2",1,1,1,1,1,1,1,1,1,3,NA,NA,NA,2,"2","1","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","1","2","2","2","1","1","2","2","2","2","2","1","1","1","1","1","2","2","2","1","1","1","1","2","2","2",1,1,5,"1","2","2","1","1","1","1","2","2","2","2","2",5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,3,3,NA,NA,1,NA,1,NA,1,1,1,2,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,0.7723745321766643
"R_7Hph7VeFmzQrv8X",1,"14207","2","2","2","2","2","1","2","2","2","1","2","1","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2",2,1,1,2,1,2,1,1,1,5,NA,NA,NA,2,"1","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","1","2","1","1","2","2","2","1","1","1","2","2","2","2",2,1,4,"2","1","2","1","2","2","1","2","1","2","2","2",5,1,1,2,2,1,1,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,3,3,1,1,1,3,2,1,NA,NA,NA,1,NA,1,1,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.7122544758474192
"R_1AT80K2RpiwwVO1",1,"35550","2","2","2","2","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","1","2","2",3,2,2,2,2,3,3,2,3,2,NA,NA,NA,3,"2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","2","2","2",6,NA,2,"2","1","2","2","1","2","2","2","2","2","2","2",3,2,2,2,3,3,2,3,3,2,2,2,2,2,4,4,3,2,2,2,3,2,2,2,3,2,2,4,4,4,5,4,4,4,2,2,2,1,2,1,1,2,1,NA,NA,NA,1,NA,1,2,1,2,4,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0.4331913895128055
"R_6hiv5DLazI2W2oC",1,"92677","1","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","2","2","2",1,1,2,1,1,3,3,2,1,NA,5,6,4,1,"2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2",5,NA,5,"1","2","2","2","2","2","2","2","2","2","2","2",5,2,2,2,2,2,3,2,4,3,2,4,4,4,2,2,2,3,2,3,3,2,3,2,2,2,1,4,1,2,5,4,2,5,1,3,4,3,5,3,2,3,1,NA,NA,NA,2,1,NA,2,6,2,2,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,1.1700986547871088
"R_70uHyKxhBXXItpi",1,"48206","1","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","2","1","2","2","2","2",1,1,1,1,1,1,2,1,4,NA,3,2,2,3,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2",4,3,4,"1","1","2","2","2","2","2","2","2","2","2","2",3,1,2,2,2,2,3,2,1,2,2,2,2,2,2,2,3,3,3,3,3,2,3,2,3,3,3,4,1,1,1,1,1,2,1,3,3,2,3,2,1,1,NA,NA,1,NA,4,NA,NA,1,6,2,4,1,4,2,3,NA,NA,"Local and national news",NA,NA,"I don't discusse politics online ",NA,NA,1.7499636580238833
"R_5o3Z91I8zs63cw9",1,"66609","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","1","2","2",1,2,1,2,1,2,1,1,1,NA,3,3,3,2,"1","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","1","1","1","2","2","2","2",1,1,3,"1","1","1","1","1","1","1","1","1","1","2","2",5,1,1,1,1,4,4,4,4,4,4,4,4,4,3,3,3,2,2,2,3,2,2,2,3,2,3,1,5,1,1,1,1,1,2,2,2,1,2,1,1,1,NA,NA,1,NA,5,NA,1,1,1,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0.49189751770147006
"R_14bErHV0kuUFEpK",1,"13905","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2",1,1,4,1,1,1,2,1,2,NA,5,6,5,2,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","2","1","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","1","2","2","2",4,2,3,"1","2","2","2","1","2","2","2","2","2","2","2",4,2,3,3,4,1,2,1,2,2,1,3,3,3,2,1,5,2,2,2,1,2,2,2,1,1,2,3,3,3,3,3,3,3,1,3,3,3,5,3,1,1,1,NA,NA,NA,1,NA,2,1,1,2,2,2,2,1,4,"Dan Bongino podcast",NA,"Fox News",NA,NA,NA,NA,NA,0.5627067196751232
"R_50pKlXpvkWA66F6",1,"77642","1","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2",1,1,1,1,1,1,1,1,4,1,NA,NA,NA,2,"2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","2","2","2","2","2",4,3,2,"1","2","2","2","2","2","2","1","2","2","2","2",2,1,2,2,2,2,2,2,1,2,2,2,2,1,3,3,4,3,3,3,3,2,3,2,3,3,3,4,4,5,4,5,4,4,1,3,3,2,3,3,3,2,1,NA,NA,NA,1,NA,1,2,1,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0.7681288088043516
"R_3lzqCfVl25AKqaL",1,"45771","1","2","2","2","2","1","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","1","2","2",1,1,1,1,1,1,1,1,3,NA,3,3,3,3,"1","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4,3,6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,3,3,3,3,1,2,2,3,3,3,1,7,1,1,7,1,7,2,2,2,2,4,2,1,1,1,NA,NA,NA,2,1,NA,3,4,2,4,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,0.48356464724644166
"R_6p8NOaMa8eRYZ6I",1,"95835","1","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","1","2","2","1","2","2","2","2","2","2","2","2",1,1,1,1,2,4,4,1,4,1,NA,NA,NA,2,"2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,3,"1","1","1","2","2","2","2","2","2","2","2","2",1,1,1,1,2,4,1,4,1,2,2,1,1,1,2,2,1,1,2,3,3,2,3,2,3,1,2,6,1,2,3,5,3,7,1,3,3,2,3,2,1,2,1,NA,NA,NA,4,NA,NA,2,7,1,1,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,0.7676079115561615
"R_6yexXERXr8xLUla",1,"11102","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1",2,2,2,2,2,2,3,3,4,3,NA,NA,NA,5,"2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1",5,NA,6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3,2,2,2,2,2,2,2,4,2,1,4,2,2,6,6,6,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,1,3,3,3,5,2,1,1,1,NA,NA,NA,5,NA,2,2,7,2,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0.5627067196751232
"R_7mwnPt3f331gRTO",1,"30306","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2",2,5,1,5,3,2,4,1,5,NA,3,2,2,2,"2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2",2,3,3,"2","2","2","2","2","2","2","1","2","2","2","2",5,1,2,1,2,4,2,4,1,1,2,3,1,1,4,6,7,1,3,3,3,2,3,2,2,3,1,1,2,5,6,2,4,3,1,1,2,2,3,2,2,2,1,NA,NA,NA,4,NA,NA,1,1,2,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0.7523745333002908
